,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
63028,Attend Meeting with external stakeholders,2021-11-09,2021-11-09,Ottawa (ontario) Canada,0.0,10.18,0.0,0.0,14.0,24.18,Other expenses: Parking cost
63030,Chief Professional Conduct and Culture Consultation and Engagement visit ,2021-11-24,2021-11-26,Winnipeg (manitoba) Canada,1642.12,0.0,0.0,0.0,145.77,1787.89,Meals and incidentals to come on P10
63038,Defence Executive Policy Committee (DXPC) and Defence Strategic Executive Committee (DSX) ,2021-09-14,2021-09-15,Ottawa (ontario) Canada,0.0,276.86,233.86,203.2,0.0,713.92,A6869EX005 line 1 - Travel Claim travel to Ottawa for DXPC and DSX Meetings 14-15 September 2021
63039,Briefing to Minister of National Defence (MND),2021-10-27,2021-10-27,Ottawa (ontario) Canada,0.0,248.85,0.0,95.95,0.0,344.8,A6869EX005 line 4 - Travel Claim travel to Ottawa for brief to MND 27 October 2021
63069,Various Meetings within Ottawa,2021-08-03,2021-09-07,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,89.29,89.29,"5 parking receipts: NDHQ, 101 Colonel By Drive (x3 - August 03,13,30) (x2 - September 01,07) for various DND meetings."
63070,Various Meetings within Ottawa,2021-11-01,2021-11-26,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,189.52,189.52,"10 parking receipts: NDHQ, 101 Colonel By Drive (x10 - November 01,08,15,16,17,22,23,24,25,26) for various DND meetings."
63071,Various Meetings within Ottawa,2021-11-27,2021-11-30,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,39.29,39.29,"3 parking receipts: NDHQ, 101 Colonel By Drive (x3- November 27, 29, 30) for various DND meetings."
63074,Attend Defence Team Senior Leadership Retreat Culture Change and represent CPCC at the ELP Panel Discussion,2021-10-13,2021-10-20,Ottawa (ontario) Canada,0.0,24.16,0.0,0.0,24.0,48.16,Mileage for local transportation and parking fee
63075,Represent CPCC at Opposition Defence Critic Briefing,2021-11-25,2021-11-25,Ottawa (ontario) Canada,0.0,23.69,0.0,0.0,10.25,33.94,Mileage for local transportation and parking fee
63076,Medical appointments,2021-04-09,2021-04-23,Montréal (quebec) Canada,0.0,28.62,0.0,0.0,0.0,28.62,Mileage for local transportation
63077,Medical appointments,2021-02-15,2021-03-29,Montréal (quebec) Canada,0.0,72.45,0.0,0.0,0.0,72.45,Mileage for local transportation
63078,Meeting with Acting CDS,2021-04-07,2021-04-07,Ottawa (ontario) Canada,0.0,10.92,0.0,0.0,6.0,16.92,Mileage for local transportation and parking fee
63081,Local travel to Pearkes to attend classified bilat with Deputy the Commander NORAD,2021-09-16,2021-09-16,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,6.0,6.0,Other expenses indicate the Acting Assistant Deputy Minister's parking claim.
63085,Attend the Halifax International Security Forum,2021-11-19,2121-11-21,Halifax (nova-scotia) Canada,0.0,0.0,574.78,51.9,0.0,628.68,Service Air utilized
63099,"General Eyre, Chief of the Defence Staff (CDS), will conduct a troop visit at Canadian Forces Base Edmonton",2021-12-08,2021-12-09,"Edmonton, Ab",0.0,0.0,129.71,94.85,0.0,224.56,Military Air was used for transportation so no cost apply for transportation.
63100,Local travel to L1 Retreat,2021-10-13,2021-10-13,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,12.0,12.0,Other expenses indicate the Acting Assistant Deputy Minister's parking claim.
63101,Local travel to L1 Retreat,2021-10-14,2021-10-14,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,12.0,12.0,Other expenses indicate the Acting Assistant Deputy Minister's parking claim.
63102,Local travel to Pearkes for a briefing with the Senior Associate Deputy Minister,2021-11-18,2021-11-18,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,10.25,10.25,Other expenses indicate the Acting Assistant Deputy Minister's parking claim.
63103,Local travel to Pearkes for a briefing with the Senior Associate Deputy Minister,2021-11-26,2021-11-26,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,14.75,14.75,Other expenses indicate the Acting Assistant Deputy Minister's parking claim.
63123,Attend Naval Strategic Management Board,2021-11-05,2021-11-10,"Ottawa, On, Can",1165.11,68.54,0.0,0.0,65.0,1298.65,Other expense - parking at the Halifax Airport ($65.00) 
63129,Various Meetings within Ottawa,2021-09-20,2021-10-18,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,107.15,107.15,"6 parking receipts: NDHQ, 101 Colonel By Drive (x3 - September 20,22,24) (x3 - Oct 01,14,18) for various DND meetings."
63130,Various Meetings within Ottawa,2021-12-12,2021-12-14,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,174.56,174.56,"8 parking receipts: NDHQ, 101 Colonel By Drive (x8 - December 02,03,07,08,09,10,13,14) for various DND meetings."
63131,Various Meetings within Ottawa,2021-10-13,2021-11-30,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,98.22,98.22,"5 parking receipts: NDHQ, 101 Colonel By Drive (x4- October 13,14,19,21 X1 November 30) for various DND meetings."
63132,Local travel for in-person meeting,2022-01-18,2022-01-18,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,20.0,20.0,Other expenses indicate the Acting Assistant Deputy Minister's parking claim.
63137,Represent CPCC at CPC Defence Critic Brief and meeting with Mme Arbour team,2021-12-07,2021-12-09,Ottawa (ontario) Canada,0.0,19.21,0.0,0.0,20.25,39.46,Mileage for local transportation and parking fee
63164,Various Meetings within Ottawa,2022-03-14,2022-03-28,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,162.73,162.73,"9 parking receipts: NDHQ, 101 Colonel By Drive  March (14,15,16,17,21,22,23,25,28) for various DND meetings."
63165,in person meetings at NDHQ Pearkes,2021-10-05,2021-11-24,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,158.21,158.21,Parking
63166,in person meetings at NDHQ Pearkes,2021-11-25,2022-03-25,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,107.15,107.15,Parking
63167,"Transportation (flights) booked in December 2021 for MGen Basinger for Jan 2022 and cancelled, rescheduled to March 2022 trip to Halifax for several site visits.",2022-03-08,2022-03-11,Halifax (nova Scotia) Canada,622.25,0.0,231.0,419.98,0.0,1273.23,Originaly flights cancelled cost 352.25 on P10
63174,"General Eyre, Chief of the Defence Staff (CDS), will conduct a troop visit at Canadian Forces Base Winnipeg",2022-03-02,2022-03-03,"Winnipeg, Canada",0.0,0.0,152.38,34.6,0.0,186.98,Military Air was used for transportation so no cost apply for transportation.
63182,Chief Professional Conduct and Culture Consultation and Engagement visit ,2021-11-24,2021-11-26,"Winnipeg, Mb",0.0,0.0,0.0,122.2,0.0,122.2,Additional airfare expenses and other expenses were also reported on P8 & P9. (No other expense to report)
63183,"As Defence Champion for Women, took part in the 2022 International Women Day-Canadian Leaders at Sea with RCN HCapt (N)s (women) in support of the RCN's Flagship Strategic outreach program. Also, engage in culture dialogues with ships crew.",2022-02-27,2022-02-03,"Halifax, Ns",1060.02,0.0,0.0,143.55,72.6,1276.17,Funded by the Royal Canadian Navy
63189,Attend Exercise Arctic Edge host by Alaska NORAD region and visit Canadian Armed Forces units at Yellowknife,2022-03-13,2022-03-16,Fairbanks (alaska) Usa Elmendorf(alaska) Usa Yellowknife (northwest Territory) Canada,0.0,0.0,385.62,357.75,5.29,748.66,The $5.29 under Other Expense is for Loss on exchange from the Hotel charge. Member traveled to all locations via Military Aircraft. Military Aircraft was used for this trip instead of commercial flight.  Military airlift did not incur cost on MGen Kenny's travel budget as cost is captured as part of the operating budget for the Squadron. 
63198,to attend admiral's council and the naval leadership symposium ,2022-02-20,2022-02-28,"Esquimalt, British Columbia, Canada Ottawa, Ontario, Canada",2139.91,0.0,380.0,329.65,10.0,2859.56,Other expense was $10.00 conference fee
63199,Clothing stores and release appointment,2022-03-17,2022-03-19,Ottawa (ontario) Canada,0.0,0.0,326.71,370.57,0.0,697.28,TD done by former CDA but reported under current A/CDA due to expenses delay in showing in DRMIS. DRMIS shows $636.24 as $61.04 GST was taken off.
63204,Attendance to CCEB Principle Meeting,2022-03-18,2022-03-26,"London,uk",14081.25,344.68,3619.14,1804.51,2143.8,21993.38,Covid Test
63205,Attend CCEB P61M AND EG70 MEETING,2022-03-14,2022-04-02,"London, United Kingdom",1881.1,514.54,3011.14,2927.93,140.5,8475.21,Other expense is the PCR test
63207,Attend Deployed Medical and Healthcare Delivery Conference,2022-03-12,2022-03-18,"London, England",1959.21,152.35,996.71,948.74,2216.11,6273.12,"Other Transportation = Pivate Motor Vehicule Travel from home to airport & return
Other expenses = Uber in UK"
63216,In person tour and to attend and speak at an all hands event. ,2022-04-14,2022-04-14,Toronto,371.23,181.53,0.0,0.0,0.0,552.76,"Mr. Crosby stayed in private accommodation: therefore, no accommodation was used."
63244,Visit 408 Sqn and 4 Wing,2022-04-27,2022-04-28,"Edmonton And Cold Lake, Ab",0.0,0.0,0.0,209.6,0.0,209.6,"travel by MILAIR, quartes charged to fin code 65,00$"
63248,"Command Team visit Wings located at East Coast: 9 Wing Gander, 12 Wing Shearwater and 14 Wing Greenwood",2022-04-05,2022-04-08,Greenwood (nova Scotia) Canada Halifax (nova Scotia) Canada Gander (newfoundland And Labrador) Canada,0.0,0.0,199.41,199.9,0.0,399.31,Member travel to East Coast via Military airlift. Military airlift did not incur cost on MGen Kenny's travel budget as cost is captured as part of the operating budget for the Squadron. 
63260,Local travel for in-person meeting,2022-04-19,2022-04-19,Ottawa (ontario) Canada,0.0,34.62,0.0,0.0,20.0,54.62,MTEC/Parking
63261,Local travel for in-person meeting,2022-04-22,2022-04-22,Ottawa (ontario) Canada,0.0,39.56,0.0,0.0,6.0,45.56,MTEC/Parking
63266,Various Meetings within Ottawa,2022-04-05,2022-04-13,Ottawa (ontario) Canada,0.0,100.0,0.0,0.0,0.0,100.0,"5 parking receipts: NDHQ, 101 Colonel By Drive  April (05,06,07,11,13) for various DND meetings."
63268,Transportation flights for MGen Basinger for 31 May- 3 June 2022  trip to Edmonton for several site visits.,2022-05-31,2022-06-03,Edmonton/cold Lake (alberta) Canada,1235.25,0.0,55.0,230.19,72.0,1592.44,This is just for the flight - other expenses will be submitted in P03
63283,Atending Spring Royal Canadian Air Force 2022 Air Board,2022-05-03,2022-05-09,Ottawa (ontario) Canada,1272.25,211.29,467.72,270.95,0.0,2222.21,"1. The Air Board was held on 4 May and member took his House Hunting trip (posting) in the National Capital Region from 5 to 8 May 22. Cost incurred from 5 to 8 May 22 is paid by separate budget. 3 and 9 May are travel dates to and from the location.  
2. Member received a upgrade at no cost due to lack of vehicle available at the rental agency."
63284,Attending Joint Operations Symposium 2022,2022-05-10,2022-05-12,Ottawa (ontario) Canada,969.49,199.19,467.72,281.05,0.0,1917.45,Member received an upgrade at no cost due to lack of vehicle available at the rental agency.
63289,GOFO Conference,2022-05-24,2022-05-28,Ottawa (ontario) Canada,5594.56,132.17,701.58,346.32,0.0,6774.63,Canada paid flight 
63315,2022 Canadian Conference of Physicians Leadership,2022-05-05,2022-05-07,"Toronto, On",513.3,122.89,627.56,215.1,1356.0,2834.85,"Other Transportation = PMV Travel from home to airport & return, Parking at airport and taxi fares
Other expenses = conf fees"
63316,Canadian Suicide Prevention Congress,2022-05-11,2022-05-12,"Montréal, Qc",0.0,231.99,248.73,143.4,0.0,624.12,Other Transportation = PMV Travel from home to Montreal & return
63328,Various Meetings within Ottawa,2022-06-01,2022-06-30,Ottawa (ontario) Canada,0.0,228.0,0.0,0.0,0.0,228.0,"parking NDHQ, 101 Colonel By Drive for various DND meetings."
63329,Required in person. Joint operation symposium Day 1 & Day 2. GOFO conference Day 1 and Day 2.,2022-05-11,2022-05-26,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,90.09,90.09,Joint Operation symposium June 11-12. GOFO conference June 25-26. CLA# 0100217730036324
63330,Required in person. Dubliner aulderence Day 1 and Day Market C,2022-05-20,2022-05-20,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,20.0,20.0,Charges for parking. CLA# 0100217730036324
63332,Trip to Edmonton and Cold Lake for several Site Visits,2022-05-31,2022-06-03,Edmonton/cold Lake (alberta) Canada,1235.25,0.0,55.0,230.19,72.0,1592.69,Other expenses are for airport parking. Airfare charge is booking fee. $207.41 has $15.09 from food cost charges plus other meals and incidentals. Meals and incidentals include applicable tax. CLA# 0100217730044077 
63334,MTEC,2022-04-05,2022-04-25,"Ottawa, On",0.0,0.0,0.0,0.0,122.25,122.25,Parking
63335,MTEC,2022-05-05,2022-06-06,"Ottawa, On",0.0,0.0,0.0,0.0,182.0,182.0,Parking
63366,RCAF Strategy working group,2022-06-27,2022-06-28,Ottawa (ontario) Canada,1437.49,137.21,186.86,209.6,0.0,1971.16,MGen Kenny depart from leave locaton instead of his residence. 
63367,Attend Strategic Effect Coordination Group (SECG) to discuss strategic issues among allies and partners.,2022-06-14,2022-06-15,"Ottawa (ontario) Canada, Montréal (quebec) Canada",0.0,85.59,1035.58,133.05,24.0,1278.22,"DOS had travel scheduled from 15-17 Jun 22 however the TD was cancelled midway through due to airport issues, expenses were incurred but travel was not completed to London."
63373,House Hunter Trip,2022-04-10,2022-04-15,"Winnipeg, Manitoba",3475.34,394.0,655.65,517.55,0.0,5042.54,Trip included airfair for his two children
63374,to attend the NATO Maritime Operational Commander's Conference,2022-03-20,2022-03-24,"London, United Kingdom",9900.22,0.0,560.28,496.52,83.0,11040.02,Other expense was conference fee
63392,CAN-UK bilateral meetings,2022-06-08,2022-06-09,"Montréal, Quebec",0.0,224.24,320.11,133.05,34.44,711.84,Duty Travel
63393,"Visit to the Toronto Research Centre. To gain a better understanding of the work DRDC does. Employee/Management Outreach. Visit the facilities, experimental areas and laboratories. ",2022-06-15,2022-06-17,"Toronto, Ontario",699.75,146.3,326.7,281.05,0.0,1453.8,Duty Travel
63407,Attend Farnborough Internaltional Airshow 2022,2022-07-16,2022-07-21,"London, England",2306.86,0.0,0.0,0.0,0.0,2306.86,"TAN amounts reflected on this disclosure only; August disclosure to include the remaining claim amounts.
$2,356.31 incl tax ($2,302.31 + $54)"
63447,Local travel for in-person meeting,2022-07-05,2022-07-05,Ottawa (ontario) Canada,0.0,53.0,0.0,0.0,0.0,53.0,taxi
63448,Local travel for in-person meeting,2022-07-05,2022-07-05,Ottawa (ontario) Canada,0.0,52.0,0.0,0.0,0.0,52.0,taxi
63449,Local travel for in-person meeting,2022-07-21,2022-07-21,Ottawa (ontario) Canada,0.0,50.0,0.0,0.0,0.0,50.0,taxi
63450,Local travel for in-person meeting,2022-07-21,2022-07-21,Ottawa (ontario) Canada,0.0,55.0,0.0,0.0,0.0,55.0,taxi
63486,Attend Royal Canadian Air Force Air Boards in Canada ,2022-05-03,2022-05-05,Ottawa (ontario) Canada,3013.0,0.0,350.2,177.26,40.0,3580.46,Other : COVID Test
63487,"Participate in General Officer and Flag Office symposium, and participate in the 2022 Canadian Armed Forces National Running Championship as the Canadian Armed Forces Running Patron. ",2022-05-24,2022-05-29,Ottawa (ontario) Canada,1859.71,0.0,973.08,571.83,40.0,3444.62,Other : COVID Test
63488,Attend Royal Canadian Air Force Air Boards in Canada ,2022-05-02,2022-05-05,Ottawa (ontario) Canada,751.99,0.0,840.81,495.32,40.0,2128.12,Other : COVID Test
63498,Attend Royal Canadian Air Force Change of Command Ceremony,2022-08-11,2022-08-13,Ottawa (ontario) Canada,1110.35,142.48,326.7,248.8,0.0,1828.33,"Member travelled to destination using commercial airline, as it was more cost-effective to do so rather than using military aircraft."
63507,(1) Parking at Pearks for Meeting. (2) Parking for DWD,2022-07-20,2022-08-12,Ottawa Ontario,0.0,56.96,0.0,0.0,0.0,56.96,Parking and Mileage
63509,Various Meetings within Ottawa,2022-07-25,2022-08-26,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,204.75,204.75,MTEC for Parking Charges
63530,Francophone Symposium of Health Leaders,2022-09-28,2022-09-29,"Montréal, Qc",0.0,249.98,292.8,143.4,21.85,708.03,other expenses explanition: Parking fee
63542,Attend Royal Canadian Air Force conference to discuss future strategies of the Royal Canadian Air Force and plan the year to come.,2022-09-11,2022-09-13,"Ottawa, Ontario",1627.76,20.0,397.22,258.9,0.0,2303.88,Travel via commercial aircraft as it was the most convenient and cost-effective method between Winnipeg and Ottawa
63543,Attend a few meetings: Change of command ceremony (Trenton); accept operation certificate of Air Task Force Romania (Bucharest/Constanta); and visit Air Task Force (Lossiemouth/Prestwick).,2022-07-26,2022-08-07,"Ottawa (ontario) Canada, Trenton (ontario), Keflavik(iceland), Bucharest (romania), Constanta (romania), Lossiemouth (united Kingdom), Prestwick (united Kingdom), Iqaluit (nunavut)",0.0,446.79,1612.3,1686.79,28.65,3774.53,Member travelled to destination via military airlift. Military airlift did not incur additional cost as this is already part of the operating budget for the Squadron. 
63545,"Battle of Britain Ceremony, & Advisory Council on Diversity",2022-09-25,2022-09-26,Vancouver (bc) Canada,622.0,0.0,222.07,165.3,0.0,1009.37,"Accomodation paid for on Flag Lt's claim. In Vancouver, DND vehicle was used."
63560,Present a keynote speaker at Canadian Association of Defence and Security Industries and Royal Canadian Air Force activity.,2022-04-06,2022-04-07,Ottawa (ontario) Canada,1028.3,0.0,0.0,166.05,40.0,1234.35,Other : COVID Test
63565,Minor Travel Expense Claim,2022-06-09,2022-07-13,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,146.0,146.0,Other expenses are parking costs
63568,Speaker at the Joint Symposium on Infectious Deseases Management at the University of Calgary,2022-10-13,2022-10-14,Calgary (alberta) Canada,0.0,0.0,0.0,103.25,0.0,103.25,"airfare, taxis, hotel and partial meals paid by the University of Alberta"
63570,Local travel for in-person meeting,2022-10-04,2022-10-04,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,34.1,34.1,parking and mileage
63571,Local travel for in-person meeting,2022-10-11,2022-10-11,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,42.6,42.6,parking and mileage
63572,Local travel for in-person meeting,2022-10-25,2022-10-25,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,37.1,37.1,parking and mileage
63573,Local travel for in-person meeting,2022-10-27,2022-10-27,Ottawa (ontario) Canada,0.0,0.0,0.0,0.0,44.9,44.9,mileage
63574,Attend ceremony iho Latin-American community in Canada,2022-10-16,2022-10-17,Ottawa (ontario) Canada,1230.36,119.46,259.43,254.76,0.0,1864.01,None
63576,Attend 240Th PJBD meeting,2022-10-26,2022-10-28,Ottawa (ontario) Canada,1097.41,261.11,373.72,237.52,0.0,1970.82,None
63582,"Parking and mileage for Rideau for various meeting. Awards Cermeony, DWD, and MGMC",2022-09-01,2022-09-13,Ottawa Ontario,0.0,88.49,0.0,0.0,0.0,99.41,Claim # 0100217730106192 and RDIMS 6473189
63588,The ADM was nominated by the DM to attend course.,2022-09-25,2022-09-30,"Kanata, Ottawa, London, Ottawa, Kanata",801.45,152.02,0.0,180.35,0.0,228.32,IVEY School of Business no charge for accommodations
63589,To attend Ministerial announcement EOD/EROC,2022-08-07,2022-08-08,"Kanata, Ottawa, Sherbrooke, Ottawa, Kanata",1051.18,229.12,189.26,248.55,577.44,1244.37,Additional charges (other expenses) not charged against TAN
63591,CIMVHR,2022-10-15,2022-09-19,"Halifax, Ns",425.51,0.0,911.42,178.0,106.0,1195.42,other expenses are taxi costs
63598,EX Phoenix Rising,2022-10-03,2022-10-06,"Winnipeng, Manitoba, Canada",1116.17,98.32,0.0,303.5,0.0,1517.99,Mbr traveled as Passenger and stayed in R&Q 
63604,Local Travel (September 2022),2022-09-06,2022-09-28,Ottawa (ontario) Canada,0.0,191.25,0.0,0.0,0.0,191.25,This disclosure is for Local Travel for September 2022. Total amount of parking costs are $191.25 ($170.77 + $20.48); 0100217730119109 
63606,Attend the Combined Commanders Training Session AND visit the Royal Canadian Air Force Air Warfare Centre,2022-10-18,2022-10-20,"Winnipeg, Mb And Trenton, On",0.0,0.0,174.7,200.2,0.0,374.9,Service Air flight
63607,Attend the Northern Lights Gala,2022-10-22,2022-10-23,"Toronto, On",0.0,0.0,186.45,80.45,0.0,266.9,Passenger 
63608,Commanders Combined Trainin Session,2022-10-17,2022-10-18,Winnipeg Manitoba Canada,0.0,25.77,54.52,137.05,0.0,217.34,Service Air flight
63614,Attend the Admirals Council in Hamilton ,2022-08-15,2022-08-18,"Hamilton (ontario), Canada",0.0,564.0,788.31,364.55,0.0,1716.86,Financial Code: Cost Centre: 3371GD Fund: L101 Fund Centre: 3371CA GL: 2106 Commitment: C371GD2343 Line: 02
63627,MNDO Meetings,2022-08-08,2022-08-08,"Montréal, Quebec, Canada",0.0,208.8,0.0,0.0,0.0,208.8,CO# N0162AA088-001
63628,MNDO Meetings,2022-08-30,2022-08-23,"Ottawa, Ontario, Canada",446.63,132.07,0.0,76.55,0.0,655.25,CO# N0162AA099-001
63629,Support to MND Announcement,2022-05-28,2022-05-29,"Halifax, Nova Scotia, Canada",2424.52,253.23,411.72,209.6,72.0,3371.07,CO# N0162AA037-001
63632,DVCDS visit to Western VCDS' equities (MP units and RCSU),2022-10-03,2022-10-07,"Victoria (bc), Edmonton (ab), Winnipeg (mb).",0.0,33.7,644.37,359.0,0.0,1037.07,Travelled via military service flights.
63636,EX Faithfull Warrior ,2022-11-14,2022-11-17,Edmonton (alberta) Canada,1359.13,100.0,389.13,433.15,0.0,2281.41,Mbr stayed at the hotel 
63638,Coordination visit with various stakeholders - ensuring synchronization with their perspectives.,2022-10-23,2022-10-28,Ottawa (ontario) Canada,8383.21,29.0,200.0,157.87,0.0,8770.08,The other transportation charge (29.00$) is a taxi from Ottawa Airport (YOW) to VAdm Bishop's residence. Lodging is 4x days of non-commercial accommodations.
63661,Various Meetings within Ottawa,2022-09-01,2022-09-22,Ottawa (ontario) Canada,0.0,82.25,0.0,0.0,0.0,82.25,Minor Travel Expense Claim for Parking Charges
63662,Various Meetings within Ottawa,2022-09-13,2022-10-27,Ottawa (ontario) Canada,0.0,235.5,0.0,0.0,0.0,235.5,Minor Travel Expense Claim for Parking Charges
63688,To visit West Coast (submarine) shipyards ,2022-11-20,2022-11-24,Victoria And Vancouver Bc,1345.97,181.0,657.91,450.45,67.8,2703.13,Other Expense: excess baggage fees. 
63690,To familiarize COS(Mat) with the personnel and operations of the CFADs,2022-11-16,2022-11-18,Dundurn (saskatoon) Canada,843.26,31.98,134.71,234.0,48.0,1291.95,Other Expenses: parking and mileage
63697,Support to MND announcement,2022-05-28,2022-05-29,"Halifax, Nova Scotia",2424.52,253.23,411.72,209.6,72.0,3371.07,Other expenses: Parking
63698,Support to MND announcement,2021-11-24,2021-11-26,"Ottawa, Canada",0.0,171.34,284.4,222.5,56.5,734.74,Other expenses: Parking
63699,Support to MND announcement,2021-11-29,2021-12-02,"Ottawa, Canada",0.0,178.8,424.41,244.1,84.75,932.06,Other expenses: Parking
63752,"Travel is to conduct site visits, meet with staff, and conduct a townhall.",2022-10-30,2022-11-04,"Kanata, Ottawa, Toronto, St. John's, Gander, Goose Bay, St. John's, Ottawa, Kanata",2727.92,110.41,741.89,604.0,274.06,4458.28,Other Expenses: Excess baggage for $33.40 and missed connecting flight which meant that the hotel reservation in St John’s could not be cancelled in time ($240.66)
63761,Various Meetings within Ottawa,2022-10-28,2022-11-24,"Ottawa, Ontario, Canada",0.0,157.25,0.0,0.0,0.0,157.25,Minor Travel Expense Claim for Parking Charges
63762,Various Meetings within Ottawa,2022-11-29,2022-12-08,"Ottawa, Ontario, Canada",0.0,132.5,0.0,0.0,0.0,132.5,Minor Travel Expense Claim for Parking Charges
63763,"MTEC for attending meetings at the NDHQ Pearkes or at other locations in the downtown core i.e. stakeholder's, Hill, mess.",2022-11-01,2022-11-30,"Ottawa, Ontario, Canada",0.0,182.25,0.0,0.0,0.0,182.25,Parking at the Rideau Centre (Vinci Parking)
63768,"CAF /VAC Steering Committee, Charlottetown // Gagetown,Town hall, Base Comd visit, Tour CMP Units // Halifax/Shearwater Town Hall, Jr Ranks Holiday dinner",2022-11-28,2022-12-02,"Gagetown, Nb/charlottetown, Pei/halifax, Ns",0.0,37.88,402.74,370.8,0.0,811.42,Transport: Service Air
63775,Calgary Stampede Visit,2022-07-11,2022-07-12,"Calgary, Alberta, Canada",1612.79,0.0,0.0,0.0,0.0,1612.79,"Trip cancelled, expenses are for non-refundable fees only "
63776,BC Pride and CAF Engagements,2022-07-30,2022-08-03,"Victoria, British Colombia, Canada",3372.81,0.0,0.0,0.0,0.0,3372.81,"Trip cancelled, expenses are for non-refundable fees only 162AA080-001; Fund L101"
63777,BC Pride and CAF Engagement,2022-07-11,2022-07-12,"Calgary, Alberta, Canada",50.62,0.0,0.0,0.0,0.0,50.62,"Trip cancelled, expenses are for non-refundable fees only "
63779,Calgary Stampede Visit,2022-07-11,2022-07-12,"Calgary, Alberta, Canada",868.13,0.0,0.0,0.0,0.0,868.13,"Trip cancelled, expenses are for non-refundable fees only "
63780,BC Pride and CAF Engagements,2022-07-30,2022-08-03,"Victoria, British Colombia, Canada",1742.77,0.0,0.0,0.0,0.0,1742.77,"Trip cancelled, expenses are for non-refundable fees only"
63787,"General Eyre, Chief of the Defence Staff (CDS) travelled to Halifax, Nova Scotia, to attend the International Security Forum.",2022-11-18,2022-11-20,"Halifax, Ns",0.0,0.0,586.5,45.4,0.0,631.9, Military Air was used for transportation so no cost apply for transportation.
63794,"Represent NORAD during Permanent Joint Board on Defense, meetings with VCDS and Comd RCAF. Deliver global perspective brief to GAC personnel",2022-10-25,2022-11-07,Ottawa (ontario) Canada,3238.21,0.0,763.95,508.43,0.0,4510.59,Dates include leave days from 29 Oct to 6 Nov 2022
63802,Local travel for in-person meeting,2022-11-16,2022-11-16,Ottawa (ontario) Canada,0.0,40.06,0.0,0.0,0.0,40.06,parking and mileage
63803,Local travel for in-person meeting,2022-11-29,2022-11-29,Ottawa (ontario) Canada,0.0,39.56,0.0,0.0,0.0,39.56,parking and mileage
63807,Various Meetings within Ottawa,2022-12-09,2022-12-20,"Ottawa, Ontario, Canada",0.0,104.5,0.0,0.0,0.0,104.5,Minor Travel Expense Claim for Parking Charges
63808,"MTEC for attending meetings at the NDHQ Pearkes or at other locations in the downtown core i.e. stakeholder's, Hill, mess.",2022-12-02,2022-12-22,"Ottawa, Ontario, Canada",0.0,122.25,0.0,0.0,0.0,122.25,Parking at the Rideau Centre (IMPARK Parking)
63816,Parking and mileage for meeting at Pearkes and COS ADM MAT/ATCO FRONTEC meeting,2022-12-22,2023-01-11,"Ottawa, Ontario, Canada",0.0,62.89,0.0,0.0,0.0,62.89,Parking and mileage
63843,2023 Vancouver Chinatown Spring Festival and the Advisory Council on Diversity,2023-01-21,2023-01-23,Vancouver Bc Canada,0.0,294.1,491.16,233.75,0.0,1019.01,Transportation was in Staff Vehicle (with support staff) via BC Ferries
63857,Guest Speaker at Black Watch Association's Red Hackle 2023 Dinner,2023-01-14,2023-01-15,"Toronto, On",267.47,45.58,210.36,57.4,0.0,580.81,Transport: VIA 1/subway/PMC
63863,Visit CFHS Unit ( 28 Field Ambulance),2023-01-11,2023-01-11,"Ottawa, On",0.0,0.0,0.0,56.6,0.0,56.6,1 Day trip within Geographical area. Visit starts at 1500 hrs and ends 2100 hrs. 
63868,Local travel for in-person meeting,2023-01-13,2023-01-13,Ottawa (ontario) Canada,0.0,47.14,0.0,0.0,0.0,47.14,parking and mileage
63869,Local travel for in-person meeting,2023-01-19,2023-01-19,Ottawa (ontario) Canada,0.0,20.16,0.0,0.0,0.0,20.16,parking and mileage
63870,Local travel for in-person meeting,2023-01-30,2023-01-30,Ottawa (ontario) Canada,0.0,47.14,0.0,0.0,0.0,47.14,parking and mileage
